PRO_COM_T,comune,COD_PROV,COD_REG,pop_totale,pop_0_14,pop_15_64,pop_65_plus,pop_male,pop_female,indice_vecchiaia,indice_dipendenza,pct_giovani,pct_anziani,rapporto_mascolinita
001293,Verolengo,1,1,4788,562,2962,1264,2327,2461,224.9,61.6,11.7,26.4,94.6
001294,Verrua Savoia,1,1,1353,125,795,433,690,663,346.4,70.2,9.2,32.0,104.1
001295,VestignÃ¨,1,1,752,72,458,222,376,376,308.3,64.2,9.6,29.5,100.0
001296,VialfrÃ¨,1,1,258,32,155,71,128,130,221.9,66.5,12.4,27.5,98.5
001298,Vidracco,1,1,450,49,263,138,216,234,281.6,71.1,10.9,30.7,92.3
001299,Vigone,1,1,5046,573,3111,1362,2497,2549,237.7,62.2,11.4,27.0,98.0
001300,Villafranca Piemonte,1,1,4585,509,2861,1215,2298,2287,238.7,60.3,11.1,26.5,100.5
001301,Villanova Canavese,1,1,1199,141,758,300,579,620,212.8,58.2,11.8,25.0,93.4
001302,Villarbasse,1,1,3521,395,2178,948,1717,1804,240.0,61.7,11.2,26.9,95.2
001303,Villar Dora,1,1,2793,284,1720,789,1383,1410,277.8,62.4,10.2,28.2,98.1
001304,Villareggia,1,1,994,94,607,293,494,500,311.7,63.8,9.5,29.5,98.8
001305,Villar Focchiardo,1,1,1943,163,1183,597,953,990,366.3,64.2,8.4,30.7,96.3
001306,Villar Pellice,1,1,1052,104,625,323,518,534,310.6,68.3,9.9,30.7,97.0
001307,Villar Perosa,1,1,3892,371,2396,1125,1923,1969,303.2,62.4,9.5,28.9,97.7
001308,Villastellone,1,1,4286,451,2677,1158,2096,2190,256.8,60.1,10.5,27.0,95.7
001309,Vinovo,1,1,15290,2098,9352,3840,7493,7797,183.0,63.5,13.7,25.1,96.1
001310,Virle Piemonte,1,1,1188,161,732,295,596,592,183.2,62.3,13.6,24.8,100.7
001311,Vische,1,1,1206,103,729,374,599,607,363.1,65.4,8.5,31.0,98.7
001312,Vistrorio,1,1,526,57,325,144,256,270,252.6,61.8,10.8,27.4,94.8
001313,ViÃ¹,1,1,1075,121,627,327,539,536,270.2,71.5,11.3,30.4,100.6
001314,Volpiano,1,1,15060,1866,9425,3769,7435,7625,202.0,59.8,12.4,25.0,97.5
001315,Volvera,1,1,8417,1035,5417,1965,4179,4238,189.9,55.4,12.3,23.3,98.6
001316,Mappano,1,1,7280,865,4706,1709,3613,3667,197.6,54.7,11.9,23.5,98.5
001317,Val di Chy,1,1,1225,107,740,378,639,586,353.3,65.5,8.7,30.9,109.0
001318,Valchiusa,1,1,1012,85,602,325,495,517,382.4,68.1,8.4,32.1,95.7
002002,Alagna Valsesia,2,1,731,74,471,186,381,350,251.4,55.2,10.1,25.4,108.9
002003,Albano Vercellese,2,1,327,32,191,104,162,165,325.0,71.2,9.8,31.8,98.2
002004,Alice Castello,2,1,2479,298,1516,665,1257,1222,223.2,63.5,12.0,26.8,102.9
002006,Arborio,2,1,836,87,490,259,442,394,297.7,70.6,10.4,31.0,112.2
002007,Asigliano Vercellese,2,1,1387,148,876,363,697,690,245.3,58.3,10.7,26.2,101.0
002008,Balmuccia,2,1,115,13,73,29,53,62,223.1,57.5,11.3,25.2,85.5
002009,Balocco,2,1,210,16,130,64,122,88,400.0,61.5,7.6,30.5,138.6
002011,BianzÃ¨,2,1,1869,202,1138,529,917,952,261.9,64.2,10.8,28.3,96.3
002014,Boccioleto,2,1,167,18,92,57,80,87,316.7,81.5,10.8,34.1,92.0
002015,Borgo d'Ale,2,1,2198,214,1339,645,1112,1086,301.4,64.2,9.7,29.3,102.4
002016,Borgosesia,2,1,11951,1044,7127,3780,5694,6257,362.1,67.7,8.7,31.6,91.0
002017,Borgo Vercelli,2,1,2231,279,1426,526,1097,1134,188.5,56.5,12.5,23.6,96.7
002021,Buronzo,2,1,862,83,550,229,429,433,275.9,56.7,9.6,26.6,99.1
002025,Campertogno,2,1,226,23,144,59,110,116,256.5,56.9,10.2,26.1,94.8
002029,Carcoforo,2,1,78,5,50,23,40,38,460.0,56.0,6.4,29.5,105.3
002030,Caresana,2,1,995,91,655,249,537,458,273.6,51.9,9.1,25.0,117.2
002031,Caresanablot,2,1,1110,134,655,321,544,566,239.6,69.5,12.1,28.9,96.1
002032,Carisio,2,1,744,73,451,220,375,369,301.4,65.0,9.8,29.6,101.6
002033,Casanova Elvo,2,1,220,17,146,57,118,102,335.3,50.7,7.7,25.9,115.7
002035,San Giacomo Vercellese,2,1,263,20,154,89,129,134,445.0,70.8,7.6,33.8,96.3
002041,Cervatto,2,1,47,0,33,14,28,19,0,42.4,0.0,29.8,147.4
002042,Cigliano,2,1,4300,481,2615,1204,2119,2181,250.3,64.4,11.2,28.0,97.2
002043,Civiasco,2,1,223,21,148,54,112,111,257.1,50.7,9.4,24.2,100.9
002045,Collobiano,2,1,68,3,42,23,33,35,766.7,61.9,4.4,33.8,94.3
002047,Costanzana,2,1,815,87,494,234,393,422,269.0,65.0,10.7,28.7,93.1
002048,Cravagliana,2,1,240,11,142,87,126,114,790.9,69.0,4.6,36.3,110.5
002049,Crescentino,2,1,7503,834,4702,1967,3759,3744,235.9,59.6,11.1,26.2,100.4
002052,Crova,2,1,347,29,198,120,178,169,413.8,75.3,8.4,34.6,105.3
002054,Desana,2,1,1097,144,674,279,529,568,193.8,62.8,13.1,25.4,93.1
002057,Fobello,2,1,185,3,115,67,108,77,2233.3,60.9,1.6,36.2,140.3
002058,Fontanetto Po,2,1,1036,82,628,326,528,508,397.6,65.0,7.9,31.5,103.9
002059,Formigliana,2,1,488,61,292,135,253,235,221.3,67.1,12.5,27.7,107.7
002061,Gattinara,2,1,7548,746,4507,2295,3651,3897,307.6,67.5,9.9,30.4,93.7
002062,Ghislarengo,2,1,820,89,520,211,416,404,237.1,57.7,10.9,25.7,103.0
002065,Greggio,2,1,330,32,204,94,168,162,293.8,61.8,9.7,28.5,103.7
002066,Guardabosone,2,1,296,27,161,108,147,149,400.0,83.9,9.1,36.5,98.7
002067,Lamporo,2,1,468,53,288,127,231,237,239.6,62.5,11.3,27.1,97.5
002068,Lenta,2,1,759,71,465,223,383,376,314.1,63.2,9.4,29.4,101.9
002070,Lignana,2,1,551,59,350,142,263,288,240.7,57.4,10.7,25.8,91.3
002071,Livorno Ferraris,2,1,4248,511,2642,1095,2048,2200,214.3,60.8,12.0,25.8,93.1
002072,Lozzolo,2,1,753,79,441,233,369,384,294.9,70.7,10.5,30.9,96.1
002078,Mollia,2,1,100,4,66,30,55,45,750.0,51.5,4.0,30.0,122.2
002079,Moncrivello,2,1,1360,132,821,407,686,674,308.3,65.7,9.7,29.9,101.8
002082,Motta de' Conti,2,1,702,61,415,226,351,351,370.5,69.2,8.7,32.2,100.0
002088,Olcenengo,2,1,774,102,470,202,378,396,198.0,64.7,13.2,26.1,95.5
002089,Oldenico,2,1,236,32,139,65,121,115,203.1,69.8,13.6,27.5,105.2
002090,Palazzolo Vercellese,2,1,1088,88,663,337,543,545,383.0,64.1,8.1,31.0,99.6
002091,Pertengo,2,1,331,41,212,78,166,165,190.2,56.1,12.4,23.6,100.6
002093,Pezzana,2,1,1289,146,810,333,628,661,228.1,59.1,11.3,25.8,95.0
002096,Pila,2,1,142,11,90,41,75,67,372.7,57.8,7.7,28.9,111.9
002097,Piode,2,1,193,12,125,56,99,94,466.7,54.4,6.2,29.0,105.3
002102,Postua,2,1,521,45,305,171,263,258,380.0,70.8,8.6,32.8,101.9
002104,Prarolo,2,1,720,73,467,180,373,347,246.6,54.2,10.1,25.0,107.5
002107,Quarona,2,1,3715,340,2258,1117,1745,1970,328.5,64.5,9.2,30.1,88.6
002108,Quinto Vercellese,2,1,381,41,239,101,185,196,246.3,59.4,10.8,26.5,94.4
002110,Rassa,2,1,66,4,38,24,41,25,600.0,73.7,6.1,36.4,164.0
002113,Rimella,2,1,139,10,84,45,86,53,450.0,65.5,7.2,32.4,162.3
002115,Rive,2,1,427,38,258,131,208,219,344.7,65.5,8.9,30.7,95.0
002116,Roasio,2,1,2142,212,1309,621,1030,1112,292.9,63.6,9.9,29.0,92.6
002118,Ronsecco,2,1,560,52,338,170,260,300,326.9,65.7,9.3,30.4,86.7
002121,Rossa,2,1,167,11,104,52,97,70,472.7,60.6,6.6,31.1,138.6
002122,Rovasenda,2,1,885,95,532,258,421,464,271.6,66.4,10.7,29.2,90.7
002126,Salasco,2,1,194,23,126,45,106,88,195.7,54.0,11.9,23.2,120.5
002127,Sali Vercellese,2,1,88,8,50,30,47,41,375.0,76.0,9.1,34.1,114.6
002128,Saluggia,2,1,3752,403,2267,1082,1840,1912,268.5,65.5,10.7,28.8,96.2
002131,San Germano Vercellese,2,1,1615,198,1009,408,816,799,206.1,60.1,12.3,25.3,102.1
002133,SanthiÃ,2,1,8024,825,4746,2453,3862,4162,297.3,69.1,10.3,30.6,92.8
002134,Scopa,2,1,381,37,220,124,190,191,335.1,73.2,9.7,32.5,99.5
002135,Scopello,2,1,388,33,242,113,205,183,342.4,60.3,8.5,29.1,112.0
002137,Serravalle Sesia,2,1,4636,488,2866,1282,2265,2371,262.7,61.8,10.5,27.7,95.5
002142,Stroppiana,2,1,1199,144,740,315,603,596,218.8,62.0,12.0,26.3,101.2
002147,Tricerro,2,1,661,65,410,186,335,326,286.2,61.2,9.8,28.1,102.8
002148,Trino,2,1,6760,782,4005,1973,3354,3406,252.3,68.8,11.6,29.2,98.5
002150,Tronzano Vercellese,2,1,3271,377,1991,903,1610,1661,239.5,64.3,11.5,27.6,96.9
002152,Valduggia,2,1,1785,142,1022,621,894,891,437.3,74.7,8.0,34.8,100.3
002156,Varallo,2,1,6832,672,3983,2177,3275,3557,324.0,71.5,9.8,31.9,92.1
002158,Vercelli,2,1,46391,5248,28690,12453,22690,23701,237.3,61.7,11.3,26.8,95.7
002163,Villarboit,2,1,366,27,205,134,186,180,496.3,78.5,7.4,36.6,103.3
002164,Villata,2,1,1518,175,880,463,766,752,264.6,72.5,11.5,30.5,101.9
002166,Vocca,2,1,156,19,103,34,83,73,178.9,51.5,12.2,21.8,113.7
002170,Alto Sermenza,2,1,133,4,71,58,70,63,1450.0,87.3,3.0,43.6,111.1
002171,Cellio con Breia,2,1,957,86,539,332,479,478,386.0,77.6,9.0,34.7,100.2
003001,Agrate Conturbia,3,1,1579,155,1039,385,811,768,248.4,52.0,9.8,24.4,105.6
003002,Ameno,3,1,866,84,490,292,415,451,347.6,76.7,9.7,33.7,92.0
003006,Armeno,3,1,2089,212,1282,595,995,1094,280.7,62.9,10.1,28.5,91.0
003008,Arona,3,1,13632,1357,7978,4297,6323,7309,316.7,70.9,10.0,31.5,86.5
003012,Barengo,3,1,734,61,440,233,365,369,382.0,66.8,8.3,31.7,98.9
003016,Bellinzago Novarese,3,1,9344,1153,5922,2269,4656,4688,196.8,57.8,12.3,24.3,99.3
003018,Biandrate,3,1,1384,228,866,290,716,668,127.2,59.8,16.5,21.0,107.2
003019,Boca,3,1,1145,104,724,317,569,576,304.8,58.1,9.1,27.7,98.8
003021,Bogogno,3,1,1324,165,805,354,647,677,214.5,64.5,12.5,26.7,95.6
003022,Bolzano Novarese,3,1,1110,102,693,315,572,538,308.8,60.2,9.2,28.4,106.3
003023,Borgolavezzaro,3,1,2025,203,1248,574,989,1036,282.8,62.3,10.0,28.3,95.5
003024,Borgomanero,3,1,21202,2360,13409,5433,10190,11012,230.2,58.1,11.1,25.6,92.5
003025,Borgo Ticino,3,1,5145,671,3397,1077,2581,2564,160.5,51.5,13.0,20.9,100.7
003026,Briga Novarese,3,1,2730,231,1734,765,1313,1417,331.2,57.4,8.5,28.0,92.7
003027,Briona,3,1,1129,114,719,296,540,589,259.6,57.0,10.1,26.2,91.7
003030,Caltignaga,3,1,2453,244,1592,617,1230,1223,252.9,54.1,9.9,25.2,100.6
003032,Cameri,3,1,10867,1266,6868,2733,5323,5544,215.9,58.2,11.6,25.1,96.0
003036,Carpignano Sesia,3,1,2457,271,1498,688,1163,1294,253.9,64.0,11.0,28.0,89.9
003037,Casalbeltrame,3,1,1047,151,654,242,548,499,160.3,60.1,14.4,23.1,109.8
003039,Casaleggio Novara,3,1,917,111,588,218,444,473,196.4,56.0,12.1,23.8,93.9
003040,Casalino,3,1,1586,198,983,405,810,776,204.5,61.3,12.5,25.5,104.4
003041,Casalvolone,3,1,888,113,569,206,460,428,182.3,56.1,12.7,23.2,107.5
003042,Castellazzo Novarese,3,1,331,54,211,66,165,166,122.2,56.9,16.3,19.9,99.4
003043,Castelletto sopra Ticino,3,1,9834,1123,6300,2411,4793,5041,214.7,56.1,11.4,24.5,95.1
003044,Cavaglietto,3,1,387,31,240,116,198,189,374.2,61.3,8.0,30.0,104.8
003045,Cavaglio d'Agogna,3,1,1143,117,653,373,559,584,318.8,75.0,10.2,32.6,95.7
003047,Cavallirio,3,1,1290,160,808,322,646,644,201.3,59.7,12.4,25.0,100.3
003049,Cerano,3,1,6995,994,4266,1735,3462,3533,174.5,64.0,14.2,24.8,98.0
003051,Colazza,3,1,553,59,343,151,283,270,255.9,61.2,10.7,27.3,104.8
003052,Comignago,3,1,1264,131,814,319,661,603,243.5,55.3,10.4,25.2,109.6
003055,Cressa,3,1,1559,154,982,423,759,800,274.7,58.8,9.9,27.1,94.9
003058,Cureggio,3,1,2619,303,1687,629,1271,1348,207.6,55.2,11.6,24.0,94.3
003060,Divignano,3,1,1428,164,917,347,720,708,211.6,55.7,11.5,24.3,101.7
003062,Dormelletto,3,1,2556,253,1571,732,1223,1333,289.3,62.7,9.9,28.6,91.7
003065,Fara Novarese,3,1,2009,198,1264,547,1004,1005,276.3,58.9,9.9,27.2,99.9
003066,Fontaneto d'Agogna,3,1,2656,268,1694,694,1323,1333,259.0,56.8,10.1,26.1,99.2
003068,Galliate,3,1,15884,2036,10080,3768,7781,8103,185.1,57.6,12.8,23.7,96.0
003069,Garbagna Novarese,3,1,1397,194,875,328,688,709,169.1,59.7,13.9,23.5,97.0
003070,Gargallo,3,1,1751,170,1119,462,856,895,271.8,56.5,9.7,26.4,95.6
003073,Ghemme,3,1,3429,363,2133,933,1722,1707,257.0,60.8,10.6,27.2,100.9
003076,Gozzano,3,1,5464,527,3484,1453,2771,2693,275.7,56.8,9.6,26.6,102.9
003077,Granozzo con Monticello,3,1,1302,145,815,342,642,660,235.9,59.8,11.1,26.3,97.3
003079,Grignasco,3,1,4299,394,2569,1336,2089,2210,339.1,67.3,9.2,31.1,94.5
003082,Invorio,3,1,4290,442,2788,1060,2125,2165,239.8,53.9,10.3,24.7,98.2
003083,Landiona,3,1,518,21,299,198,249,269,942.9,73.2,4.1,38.2,92.6
003084,Lesa,3,1,2203,202,1338,663,1065,1138,328.2,64.6,9.2,30.1,93.6
003088,Maggiora,3,1,1627,173,998,456,777,850,263.6,63.0,10.6,28.0,91.4
003090,Mandello Vitta,3,1,213,17,121,75,109,104,441.2,76.0,8.0,35.2,104.8
003091,Marano Ticino,3,1,1623,179,1037,407,789,834,227.4,56.5,11.0,25.1,94.6
003093,Massino Visconti,3,1,1127,98,661,368,554,573,375.5,70.5,8.7,32.7,96.7
003095,Meina,3,1,2340,205,1421,714,1095,1245,348.3,64.7,8.8,30.5,88.0
003097,Mezzomerico,3,1,1220,146,810,264,616,604,180.8,50.6,12.0,21.6,102.0
003098,Miasino,3,1,805,71,441,293,380,425,412.7,82.5,8.8,36.4,89.4
003100,Momo,3,1,2405,254,1472,679,1169,1236,267.3,63.4,10.6,28.2,94.6
003103,Nebbiuno,3,1,1859,173,1180,506,917,942,292.5,57.5,9.3,27.2,97.3
003104,Nibbiola,3,1,833,89,544,200,417,416,224.7,53.1,10.7,24.0,100.2
003106,Novara,3,1,103238,12151,64947,26140,50565,52673,215.1,59.0,11.8,25.3,96.0
003108,Oleggio,3,1,14270,1728,9022,3520,7043,7227,203.7,58.2,12.1,24.7,97.5
003109,Oleggio Castello,3,1,2225,262,1371,592,1124,1101,226.0,62.3,11.8,26.6,102.1
003112,Orta San Giulio,3,1,1086,69,683,334,548,538,484.1,59.0,6.4,30.8,101.9
003114,Paruzzaro,3,1,2121,240,1352,529,1027,1094,220.4,56.9,11.3,24.9,93.9
003115,Pella,3,1,874,58,555,261,415,459,450.0,57.5,6.6,29.9,90.4
003116,Pettenasco,3,1,1296,124,783,389,636,660,313.7,65.5,9.6,30.0,96.4
003119,Pisano,3,1,794,82,511,201,379,415,245.1,55.4,10.3,25.3,91.3
003120,Pogno,3,1,1365,120,866,379,673,692,315.8,57.6,8.8,27.8,97.3
003121,Pombia,3,1,2119,214,1418,487,1073,1046,227.6,49.4,10.1,23.0,102.6
003122,Prato Sesia,3,1,1829,172,1159,498,911,918,289.5,57.8,9.4,27.2,99.2
003129,Recetto,3,1,1029,133,655,241,552,477,181.2,57.1,12.9,23.4,115.7
003130,Romagnano Sesia,3,1,3759,431,2270,1058,1829,1930,245.5,65.6,11.5,28.1,94.8
003131,Romentino,3,1,5658,806,3654,1198,2794,2864,148.6,54.8,14.2,21.2,97.6
003133,San Maurizio d'Opaglio,3,1,2931,313,1874,744,1400,1531,237.7,56.4,10.7,25.4,91.4
003134,San Nazzaro Sesia,3,1,701,68,432,201,366,335,295.6,62.3,9.7,28.7,109.3
003135,San Pietro Mosezzo,3,1,1960,228,1247,485,1010,950,212.7,57.2,11.6,24.7,106.3
003138,Sillavengo,3,1,576,74,348,154,293,283,208.1,65.5,12.8,26.7,103.5
003139,Sizzano,3,1,1320,141,765,414,651,669,293.6,72.5,10.7,31.4,97.3
003140,Soriso,3,1,722,92,432,198,347,375,215.2,67.1,12.7,27.4,92.5
003141,Sozzago,3,1,1105,137,671,297,540,565,216.8,64.7,12.4,26.9,95.6
003143,Suno,3,1,2662,283,1655,724,1310,1352,255.8,60.8,10.6,27.2,96.9
003144,Terdobbiate,3,1,462,53,308,101,238,224,190.6,50.0,11.5,21.9,106.3
003146,Tornaco,3,1,876,101,525,250,430,446,247.5,66.9,11.5,28.5,96.4
003149,Trecate,3,1,21305,2997,13870,4438,10728,10577,148.1,53.6,14.1,20.8,101.4
003153,Vaprio d'Agogna,3,1,952,86,591,275,475,477,319.8,61.1,9.0,28.9,99.6
003154,Varallo Pombia,3,1,5023,561,3212,1250,2456,2567,222.8,56.4,11.2,24.9,95.7
003158,Vespolate,3,1,2080,225,1295,560,1033,1047,248.9,60.6,10.8,26.9,98.7
003159,Vicolungo,3,1,851,85,543,223,409,442,262.4,56.7,10.0,26.2,92.5
003164,Vinzaglio,3,1,564,59,364,141,302,262,239.0,54.9,10.5,25.0,115.3
003166,Gattico-Veruno,3,1,5311,583,3389,1339,2580,2731,229.7,56.7,11.0,25.2,94.5
004001,Acceglio,4,1,171,19,100,52,84,87,273.7,71.0,11.1,30.4,96.6
004002,Aisone,4,1,206,16,108,82,105,101,512.5,90.7,7.8,39.8,104.0
004003,Alba,4,1,30985,3489,19266,8230,14843,16142,235.9,60.8,11.3,26.6,92.0
004004,Albaretto della Torre,4,1,205,15,122,68,99,106,453.3,68.0,7.3,33.2,93.4
004005,Alto,4,1,152,19,100,33,80,72,173.7,52.0,12.5,21.7,111.1
004006,Argentera,4,1,76,6,43,27,38,38,450.0,76.7,7.9,35.5,100.0
004007,Arguello,4,1,190,17,115,58,96,94,341.2,65.2,8.9,30.5,102.1
004008,Bagnasco,4,1,929,103,554,272,458,471,264.1,67.7,11.1,29.3,97.2
004009,Bagnolo Piemonte,4,1,5685,641,3525,1519,2812,2873,237.0,61.3,11.3,26.7,97.9
004010,Baldissero d'Alba,4,1,1043,106,657,280,531,512,264.2,58.8,10.2,26.8,103.7
004011,Barbaresco,4,1,600,82,375,143,300,300,174.4,60.0,13.7,23.8,100.0
004012,Barge,4,1,7510,906,4758,1846,3806,3704,203.8,57.8,12.1,24.6,102.8
004013,Barolo,4,1,613,60,379,174,292,321,290.0,61.7,9.8,28.4,91.0
004014,Bastia MondovÃ¬,4,1,628,71,384,173,311,317,243.7,63.5,11.3,27.5,98.1
004015,Battifollo,4,1,256,12,150,94,162,94,783.3,70.7,4.7,36.7,172.3
004016,Beinette,4,1,3540,555,2242,743,1780,1760,133.9,57.9,15.7,21.0,101.1
004017,Bellino,4,1,99,6,58,35,52,47,583.3,70.7,6.1,35.4,110.6
004018,Belvedere Langhe,4,1,333,37,204,92,160,173,248.6,63.2,11.1,27.6,92.5
004019,Bene Vagienna,4,1,3645,507,2273,865,1842,1803,170.6,60.4,13.9,23.7,102.2
004020,Benevello,4,1,457,50,286,121,221,236,242.0,59.8,10.9,26.5,93.6
004021,Bergolo,4,1,51,3,28,20,26,25,666.7,82.1,5.9,39.2,104.0
004022,Bernezzo,4,1,4276,678,2785,813,2138,2138,119.9,53.5,15.9,19.0,100.0
004023,Bonvicino,4,1,102,16,56,30,49,53,187.5,82.1,15.7,29.4,92.5
004024,Borgomale,4,1,372,44,239,89,173,199,202.3,55.6,11.8,23.9,86.9
004025,Borgo San Dalmazzo,4,1,12618,1602,7974,3042,6230,6388,189.9,58.2,12.7,24.1,97.5
004026,Bosia,4,1,168,13,95,60,81,87,461.5,76.8,7.7,35.7,93.1
004027,Bossolasco,4,1,664,64,390,210,316,348,328.1,70.3,9.6,31.6,90.8
004028,Boves,4,1,9612,1110,6093,2409,4771,4841,217.0,57.8,11.5,25.1,98.6
004029,Bra,4,1,29830,3730,18607,7493,14538,15292,200.9,60.3,12.5,25.1,95.1
004030,Briaglia,4,1,311,30,186,95,165,146,316.7,67.2,9.6,30.5,113.0
004031,Briga Alta,4,1,41,4,29,8,25,16,200.0,41.4,9.8,19.5,156.3
004032,Brondello,4,1,260,20,173,67,144,116,335.0,50.3,7.7,25.8,124.1
004033,Brossasco,4,1,979,95,578,306,488,491,322.1,69.4,9.7,31.3,99.4
004034,Busca,4,1,10228,1367,6380,2481,5164,5064,181.5,60.3,13.4,24.3,102.0
004035,Camerana,4,1,551,39,324,188,277,274,482.1,70.1,7.1,34.1,101.1
004037,Canale,4,1,5404,639,3365,1400,2681,2723,219.1,60.6,11.8,25.9,98.5
004038,Canosio,4,1,76,9,44,23,39,37,255.6,72.7,11.8,30.3,105.4
004039,Caprauna,4,1,78,3,42,33,44,34,1100.0,85.7,3.8,42.3,129.4
004040,Caraglio,4,1,6842,863,4340,1639,3447,3395,189.9,57.6,12.6,24.0,101.5
004041,Caramagna Piemonte,4,1,3013,445,1831,737,1505,1508,165.6,64.6,14.8,24.5,99.8
004042,CardÃ¨,4,1,1174,148,746,280,579,595,189.2,57.4,12.6,23.9,97.3
004043,CarrÃ¹,4,1,4494,543,2826,1125,2284,2210,207.2,59.0,12.1,25.0,103.3
004044,Cartignano,4,1,161,16,100,45,79,82,281.3,61.0,9.9,28.0,96.3
004045,Casalgrasso,4,1,1458,182,917,359,748,710,197.3,59.0,12.5,24.6,105.4
004046,Castagnito,4,1,2294,291,1546,457,1147,1147,157.0,48.4,12.7,19.9,100.0
004047,Casteldelfino,4,1,143,12,75,56,70,73,466.7,90.7,8.4,39.2,95.9
004049,Castelletto Stura,4,1,1377,215,873,289,692,685,134.4,57.7,15.6,21.0,101.0
004050,Castelletto Uzzone,4,1,277,23,157,97,143,134,421.7,76.4,8.3,35.0,106.7
004051,Castellinaldo d'Alba,4,1,911,89,598,224,463,448,251.7,52.3,9.8,24.6,103.3
004052,Castellino Tanaro,4,1,273,25,164,84,137,136,336.0,66.5,9.2,30.8,100.7
004053,Castelmagno,4,1,51,3,35,13,34,17,433.3,45.7,5.9,25.5,200.0
004054,Castelnuovo di Ceva,4,1,102,6,60,36,50,52,600.0,70.0,5.9,35.3,96.2
004055,Castiglione Falletto,4,1,655,76,418,161,334,321,211.8,56.7,11.6,24.6,104.0
004056,Castiglione Tinella,4,1,746,71,462,213,393,353,300.0,61.5,9.5,28.6,111.3
004057,Castino,4,1,431,39,265,127,228,203,325.6,62.6,9.0,29.5,112.3
004058,Cavallerleone,4,1,664,101,416,147,340,324,145.5,59.6,15.2,22.1,104.9
004059,Cavallermaggiore,4,1,5329,670,3376,1283,2689,2640,191.5,57.8,12.6,24.1,101.9
004060,Celle di Macra,4,1,83,13,45,25,47,36,192.3,84.4,15.7,30.1,130.6
004061,Centallo,4,1,6985,968,4520,1497,3673,3312,154.6,54.5,13.9,21.4,110.9
004062,Ceresole Alba,4,1,1975,216,1221,538,998,977,249.1,61.8,10.9,27.2,102.1
004063,Cerretto Langhe,4,1,387,21,227,139,197,190,661.9,70.5,5.4,35.9,103.7
004064,Cervasca,4,1,5190,710,3261,1219,2627,2563,171.7,59.2,13.7,23.5,102.5
004065,Cervere,4,1,2280,313,1461,506,1145,1135,161.7,56.1,13.7,22.2,100.9
004066,Ceva,4,1,5895,785,3601,1509,3013,2882,192.2,63.7,13.3,25.6,104.5
004067,Cherasco,4,1,9713,1365,6168,2180,4874,4839,159.7,57.5,14.1,22.4,100.7
004068,Chiusa di Pesio,4,1,3716,416,2325,975,1872,1844,234.4,59.8,11.2,26.2,101.5
004069,CigliÃ¨,4,1,196,20,126,50,101,95,250.0,55.6,10.2,25.5,106.3
004070,Cissone,4,1,76,7,42,27,46,30,385.7,81.0,9.2,35.5,153.3
004071,Clavesana,4,1,775,75,464,236,375,400,314.7,67.0,9.7,30.5,93.8
004072,Corneliano d'Alba,4,1,2167,274,1381,512,1067,1100,186.9,56.9,12.6,23.6,97.0
004073,Cortemilia,4,1,2104,193,1250,661,1034,1070,342.5,68.3,9.2,31.4,96.6
004074,Cossano Belbo,4,1,858,78,508,272,438,420,348.7,68.9,9.1,31.7,104.3
004075,Costigliole Saluzzo,4,1,3307,403,2109,795,1735,1572,197.3,56.8,12.2,24.0,110.4
004076,Cravanzana,4,1,344,33,203,108,166,178,327.3,69.5,9.6,31.4,93.3
004077,Crissolo,4,1,132,6,77,49,76,56,816.7,71.4,4.5,37.1,135.7
004078,Cuneo,4,1,55747,6353,34299,15095,27258,28489,237.6,62.5,11.4,27.1,95.7
004079,Demonte,4,1,1848,190,1066,592,978,870,311.6,73.4,10.3,32.0,112.4
004080,Diano d'Alba,4,1,3547,424,2284,839,1796,1751,197.9,55.3,12.0,23.7,102.6
004081,Dogliani,4,1,4605,521,2878,1206,2340,2265,231.5,60.0,11.3,26.2,103.3
004082,Dronero,4,1,7007,921,4305,1781,3537,3470,193.4,62.8,13.1,25.4,101.9
004083,Elva,4,1,80,7,56,17,39,41,242.9,42.9,8.8,21.3,95.1
004084,Entracque,4,1,741,68,419,254,363,378,373.5,76.8,9.2,34.3,96.0
004085,Envie,4,1,1952,207,1232,513,996,956,247.8,58.4,10.6,26.3,104.2
004086,Farigliano,4,1,1698,174,1052,472,850,848,271.3,61.4,10.2,27.8,100.2
004087,Faule,4,1,474,58,299,117,235,239,201.7,58.5,12.2,24.7,98.3
004088,Feisoglio,4,1,288,28,152,108,139,149,385.7,89.5,9.7,37.5,93.3
004089,Fossano,4,1,24157,3089,14934,6134,12121,12036,198.6,61.8,12.8,25.4,100.7
004090,Frabosa Soprana,4,1,740,48,469,223,432,308,464.6,57.8,6.5,30.1,140.3
004091,Frabosa Sottana,4,1,1644,187,1055,402,889,755,215.0,55.8,11.4,24.5,117.7
004092,Frassino,4,1,250,25,148,77,137,113,308.0,68.9,10.0,30.8,121.2
004093,Gaiola,4,1,574,63,364,147,301,273,233.3,57.7,11.0,25.6,110.3
004094,Gambasca,4,1,376,48,230,98,201,175,204.2,63.5,12.8,26.1,114.9
004095,Garessio,4,1,2833,223,1661,949,1388,1445,425.6,70.6,7.9,33.5,96.1
004096,Genola,4,1,2564,370,1612,582,1307,1257,157.3,59.1,14.4,22.7,104.0
004097,Gorzegno,4,1,239,22,126,91,118,121,413.6,89.7,9.2,38.1,97.5
004098,Gottasecca,4,1,116,6,73,37,59,57,616.7,58.9,5.2,31.9,103.5
